y,x
945,1647
539,723
476,1911
663,750
791,1722
860,1379
385,1098
728,1525
654,919
521,1381
244,1667
92,1186
811,1556
30,1520
339,1037
902,675
411,842
226,524
229,1521
798,170
450,1731
20,430
780,288
935,454
190,891
604,1546
431,539
503,1730
384,1660
155,548
380,1281
350,996
746,855
834,1134
714,1628
718,1008
841,1517
317,1037
828,49
364,1603
738,789
238,681
921,1775
1028,1675
957,9
734,1062
117,1889
38,212
647,534
303,1776
817,285
161,844
1058,1433
144,365
476,1474
195,1119
314,315
234,963
999,1757
992,584
331,1493
561,503
465,1393
629,732
154,38
995,1104
702,610
112,1496
1059,1866
39,621
695,503
53,734
351,1561
707,1167
601,1672
328,602
277,1533
573,607
1059,154
279,232
131,159
902,1506
227,778
212,135
631,1523
667,1631
588,1590
402,402
478,986
926,1818
985,700
670,490
544,791
384,1736
994,639
190,471
73,283
372,1244
992,1316
783,409
199,503
698,987
1052,851
46,507
361,1398
552,350
661,449
683,1693
514,1190
430,327
1016,593
313,460
551,786
764,218
457,773
955,966
890,1509
630,1247
667,870
803,471
196,610
770,869
358,1447
225,1831
129,261
1015,1371
685,65
545,1025
395,1772
252,950
843,1639
56,19
40,669
811,35
981,1287
69,1643
834,1075
130,1171
246,93
46,1853
398,1721
459,161
754,1521
1020,521
612,1205
720,703
173,349
654,687
158,1338
691,1744
422,1086
544,1755
535,1241
838,1506
898,1837
569,1093
968,315
845,1105
1029,484
712,618
638,430
809,451
1043,1254
515,438
217,682
786,1230
667,1388
979,1117
549,193
517,1220
876,1424
985,151
115,1231
207,1081
329,845
1015,1418
124,1532
745,1871
665,1672
682,56
843,1647
705,1818
941,1135
866,1237
654,537
423,1791
343,1819
627,1864
735,876
1065,935
919,363
1071,657
768,207
663,612
1009,249
627,592
1042,1140
917,447
432,1352
1010,1707
735,1262
250,1133
69,465
1064,370
266,1578
521,1556
21,1171
886,1581
371,937
906,1203
879,568
455,1232
74,75
508,659
764,1139
799,1537
671,1710
454,1767
68,1050
439,1352
900,393
472,815
17,1260
234,855
145,950
107,1160
730,1605
767,1663
735,476
53,16
123,748
49,826
731,461
192,1668
63,1750
253,781
438,396
618,121
453,460
677,1898
941,448
963,711
1017,1647
588,1003
800,635
926,1820
462,1757
326,616
450,255
479,1322
929,1527
748,793
40,1468
657,755
878,351
923,1536
269,724
610,852
447,1823
99,1787
251,1437
301,727
1049,1785
765,289
893,1700
119,183
726,532
409,1500
98,1152
243,465
471,870
42,1250
1014,324
508,814
993,145
576,1233
638,1204
83,1668
810,372
933,368
407,1144
415,1617
519,691
116,1716
431,1135
917,1754
458,1113
27,843
642,382
75,338
700,1196
591,1444
265,1790
713,1363
741,1826
780,368
246,878
632,1179
553,957
902,1519
850,1104
94,534
590,1245
532,739
324,1766
344,740
235,1698
303,1721
699,135
744,1493
603,75
737,1229
1041,654
448,1287
82,1771
1051,1199
596,1204
117,1434
246,278
727,1826
297,307
774,1793
192,1814
564,761
130,1040
318,32
307,216
1039,1831
970,1620
709,443
745,1263
425,362
81,814
212,418
711,1393
266,1119
67,1127
1037,488
261,1726
887,1904
1077,1789
503,1189
1009,1835
328,1173
505,567
258,1248
947,1503
786,541
105,1598
790,812
715,1798
569,145
863,1640
757,1905
322,1267
813,914
398,246
691,1553
1056,893
115,864
350,321
371,1731
287,1918
326,864
687,1720
960,1233
699,1228
1038,79
345,687
914,1399
143,227
30,1421
82,1679
770,511
231,1645
579,387
108,1357
67,803
449,344
438,1153
222,1332
849,490
1012,294
633,1348
225,1872
281,1787
612,254
907,1657
951,770
453,720
787,200
346,1030
738,1613
292,428
875,649
118,1315
665,526
1069,1795
357,1025
626,151
645,695
145,912
18,1473
610,1175
69,1140
916,1530
256,138
51,1185
623,887
327,47
413,1313
336,1322
475,1094
91,1742
880,961
629,1476
83,1843
66,988
395,1910
773,1028
49,1647
767,443
145,1681
253,643
733,1788
192,744
691,338
468,80
280,1546
1061,222
427,938
263,366
1079,132
840,1650
261,704
883,656
1057,1585
42,966
573,738
871,1205
211,1258
600,1545
40,965
981,237
63,535
142,730
756,399
437,1515
801,1446
426,1618
58,49
224,2
143,266
60,950
651,684
204,274
519,774
657,40
563,945
272,1441
1039,1551
507,531
278,417
490,1241
342,513
65,1115
735,481
921,1706
872,899
915,749
731,1306
152,933
246,688
1040,1199
264,301
387,1347
13,432
608,1754
38,1747
227,831
781,1673
37,1058
784,1344
583,1890
834,650
439,1828
46,1378
191,1205
830,1694
810,340
791,273
725,1188
481,1663
222,1723
53,876
642,1083
934,1003
846,1871
35,908
618,629
437,585
605,527
46,1274
109,846
261,677
603,1190
89,1214
135,211
84,1787
741,1737
799,448
726,961
214,1857
1018,1198
397,230
985,1209
890,1647
36,121
253,1636
65,372
270,674
968,1109
646,1845
670,676
695,1092
1078,427
537,1620
400,559
737,137
592,1149
550,956
204,1412
180,815
591,1889
758,1647
216,986
978,1305
711,1859
229,1516
509,56
494,1157
521,1277
806,356
195,1909
106,775
697,1044
489,1326
1009,123
381,54
223,861
342,551
986,149
1040,1131
164,107
187,904
1028,382
660,137
377,1623
303,1095
296,1219
970,159
389,1245
76,297
949,1094
503,72
439,1155
65,384
374,1628
939,387
375,1145
232,111
822,1745
894,89
556,1009
358,355
565,372
925,171
903,878
958,459
903,249
707,844
905,1282
66,1220
690,1338
123,562
1004,501
756,114
54,1054
870,901
123,190
183,268
29,827
600,1723
811,1132
85,973
774,1074
977,127
38,746
174,1609
463,106
297,57
342,1279
790,766
317,416
722,1467
609,1580
462,1784
267,1519
104,1422
981,822
29,557
96,1157
259,1818
117,191
369,1158
231,1748
396,1198
199,1393
397,1639
1021,1015
407,276
763,1708
318,1369
399,381
495,1225
162,1132
311,1718
274,1371
1007,188
112,490
174,1430
326,1874
709,1025
1010,1450
414,520
955,158
779,1167
926,506
192,1431
945,848
685,780
349,344
951,1230
918,57
912,1400
704,1603
853,1674
884,28
1020,536
673,467
268,1624
171,721
666,1852
487,1896
136,29
842,1538
372,588
995,217
447,1700
347,1265
853,1547
292,1073
288,431
509,1231
183,1114
54,1445
1007,1587
694,1297
625,199
849,834
617,1228
853,1075
97,1736
162,1261
147,1445
286,876
184,25
236,1177
418,33
118,1005
87,37
565,955
61,1202
653,1101
825,1707
50,539
402,1637
896,1441
941,1423
468,918
715,632
849,1075
31,1458
46,1355
841,718
576,368
823,1683
751,472
475,486
372,1747
293,1020
60,677
472,1585
644,1289
515,96
663,1192
993,663
941,1673
977,953
8,334
1047,1878
203,1544
1062,289
56,1219
359,1389
96,524
167,526
466,1823
460,185
772,1203
587,1723
785,1325
221,407
851,1209
313,1758
1006,975
708,310
656,155
31,1246
282,861
667,1082
458,402
64,626
260,1143
898,363
142,1556
271,1178
876,897
527,1419
473,1044
884,1165
57,1681
853,1870
775,1304
669,10
1079,611
1066,1272
221,1168
356,1476
766,53
748,1012
807,1080
652,1006
129,1799
492,1648
515,1456
154,0
635,919
26,1467
708,547
969,1140
373,48
379,1564
262,877
84,1225
97,1321
847,1213
702,1353
75,1333
845,478
39,1804
138,1712
279,1506
381,1262
184,917
797,1896
100,331
62,1143
746,503
629,1485
502,728
491,1913
610,1423
813,370
533,993
1000,1194
16,1721
1011,943
717,1713
456,502
725,1284
915,1910
465,1112
102,1735
423,1322
230,1385
892,1493
707,1437
136,1557
343,1621
939,126
928,1441
424,1023
150,1859
359,1565
294,176
642,441
442,1538
363,300
1009,1172
808,154
1004,875
722,663
30,1823
999,71
845,897
1043,1240
225,1591
751,1445
959,8
434,1548
1047,1612
853,689
552,1059
514,605
664,300
523,1814
608,1126
938,923
923,1874
242,49
84,1177
187,1471
969,1484
804,580
990,105
210,1255
1056,886
529,1244
272,1752
543,316
85,1560
989,196
602,79
465,1754
629,851
624,1055
276,444
784,1210
752,827
239,524
463,659
1073,168
949,1140
994,1444
246,1150
961,189
403,1350
1065,1901
790,712
153,1401
470,1831
441,1
58,582
370,1767
652,46
574,1180
933,107
641,495
703,837
740,1311
1016,936
895,1742
317,1462
857,250
889,1692
639,189
1045,307
489,1863
1015,973
971,979
410,558
872,199
632,785
673,1167
517,1356
1013,1790
436,1187
43,1527
767,868
490,1582
952,552
111,1882
585,1755
717,927
914,800
80,512
349,1216
575,1381
42,1780
1044,1128
611,1099
59,1744
245,510
782,1338
152,33
154,690
133,740
54,1619
58,1762
654,209
87,925
821,1549
279,310
809,1659
585,1719
510,1409
195,1836
13,1324
364,1557
949,618
348,1258
155,1229
951,1419
751,734
275,1090
1003,1843
897,1525
688,321
291,745
288,961
1023,1264
884,1826
414,292
597,777
1028,1806
373,883
655,121
373,1350
103,1274
1036,1514
48,398
1023,34
1021,541
300,1825
926,1676
280,119
537,1584
643,1731
309,274
524,1593
7,609
610,133
733,887
202,236
782,1120
624,1212
738,1646
124,1857
553,164
366,1853
178,366
761,1514
505,1442
0,111
326,1426
1063,72
155,1214
778,1240
103,10
763,232
181,1568
294,679
437,936
596,447
752,1119
366,1668
349,1035
624,1577
764,538
962,645
122,1286
993,913
967,514
44,1296
499,1052
438,120
972,1899
1060,1411
457,1126
941,1718
519,740
203,503
436,1254
883,4
424,1623
527,659
336,311
735,279
1048,1427
478,1154
739,581
862,152
702,805
616,276
422,1806
62,378
429,1637
831,1516
608,913
922,762
280,1268
973,671
841,273
723,597
573,1501
461,1831
474,499
589,821
1024,873
204,1555
295,1068
249,1498
765,1476
426,889
492,1834
145,1510
179,664
886,12
35,1069
559,1339
143,1115
207,1894
685,1310
674,118
742,104
66,1621
310,729
285,1084
448,168
628,231
988,1268
47,211
343,1321
612,1856
453,27
493,1511
354,1719
195,1501
786,1232
360,1032
558,1395
274,677
670,1461
995,35
117,193
1044,1355
593,1236
90,1375
737,94
818,627
32,184
314,704
168,1763
492,1613
1061,696
346,1892
84,476
169,1414
322,932
1017,754
749,1396
417,1627
1036,1359
1041,632
1051,946
167,604
975,1684
22,1288
463,1605
739,1763
732,899
883,579
210,1860
562,52
987,1097
958,543
34,1433
405,1121
42,421
118,1095
465,1573
981,439
767,1783
327,566
1028,721
371,1559
556,1288
926,563
759,81
907,382
219,655
247,1575
886,746
589,820
557,847
43,1779
600,1684
308,871
476,1581
679,1704
50,1001
1070,548
736,1592
329,1149
955,509
162,1275
981,1117
983,606
340,1681
529,686
158,828
254,423
529,627
884,1708
763,1770
249,1857
87,1329
757,501
955,728
217,713
571,896
231,1563
917,1024
287,780
438,783
374,1866
799,1035
484,1898
194,649
1071,1643
775,1439
453,1381
664,61
201,1569
966,327
734,1551
563,977
412,1679
308,534
224,131
507,1619
823,1095
510,1647
1050,292
538,70
1072,229
280,993
27,996
1042,239
849,383
571,1594
465,166
165,461
54,1894
932,1273
1011,1437
945,531
275,1041
654,979
103,1575
61,1212
1030,1692
291,784
171,44
822,1236
982,760
353,84
416,1625
206,1300
1062,1206
1054,1060
156,1511
82,687
25,1119
114,951
154,313
499,1695
648,1430
1004,869
737,707
479,1362
900,1275
521,298
347,493
470,1098
1064,82
1073,150
922,604
956,534
500,279
294,49
75,1633
974,9
717,377
679,1172
62,142
1050,1915
211,1175
42,1604
268,66
232,81
309,1119
768,1155
781,762
276,1914
1064,1236
427,1716
39,586
321,1223
981,1865
352,1236
521,27
1073,1150
467,828
283,689
340,52
460,1791
990,779
596,1537
874,604
60,1797
634,814
690,32
720,1458
1021,1842
572,1036
269,15
624,1831
75,1582
115,432
252,1124
472,682
1012,789
1060,783
159,1786
5,1020
114,153
311,1334
282,496
773,1836
848,1010
426,1732
933,1682
706,1664
551,877
1047,488
838,530
883,917
101,1524
289,280
969,1824
254,1471
339,987
841,524
952,379
501,1651
786,773
744,1143
315,1532
328,1293
30,1195
249,1050
462,352
413,1486
824,1737
1009,826
276,1561
966,854
939,16
456,605
1026,495
674,1476
353,722
946,471
452,1724
910,709
683,1706
430,1142
16,670
949,529
528,1208
449,522
336,1802
184,1013
137,1357
412,59
189,1181
836,1551
77,1721
474,512
1079,465
391,1330
21,1459
23,220
711,235
846,1283
240,1029
890,1153
325,777
683,1911
959,1640
1068,595
825,1057
248,1458
258,756
480,1120
561,748
660,1645
858,57
596,445
1015,325
795,663
862,300
895,1665
201,591
648,1708
501,739
980,1362
13,148
423,755
202,641
5,697
1022,237
213,1183
339,752
782,1427
142,1086
560,164
520,1134
842,960
389,655
124,1746
1049,935
324,840
965,657
417,1222
1062,1273
849,1304
372,1072
581,1533
465,591
238,1706
537,1013
978,191
972,1248
54,568
177,1249
258,758
215,776
1073,59
717,1221
190,116
201,1618
906,706
1025,638
664,1771
134,255
966,378
1041,1153
67,1102
242,1522
577,1085
511,1814
545,1347
807,1510
1063,1872
895,1513
412,614
350,1693
649,164
466,1744
419,66
581,1224
493,1313
867,1895
1017,1350
868,1815
358,350
286,295
978,1473
481,411
598,1062
97,1687
565,206
268,1850
874,1585
490,1156
914,543
596,1435
807,1616
8,13
725,1742
610,368
1037,852
1035,551
820,570
538,750
34,1661
248,740
115,1352
100,1333
783,697
367,1815
994,512
97,25
866,870
211,643
538,1047
111,600
749,986
668,1422
444,516
246,926
973,1058
320,676
1078,1183
545,1361
784,1161
526,1108
1071,1779
997,964
807,1345
285,1548
61,1297
738,165
112,1578
341,1434
842,1447
975,1185
923,948
420,262
859,1686
830,1831
266,376
320,1255
492,128
281,1014
230,9
436,1847
540,1239
890,494
125,1424
594,670
896,1531
222,1878
564,27
320,1208
244,1548
689,838
262,1288
835,1616
782,1824
348,1143
657,1363
545,557
748,1536
66,1410
651,1914
461,1750
826,755
698,1644
570,1384
213,922
474,1229
1011,766
700,92
61,840
981,1402
991,1555
177,1326
926,13
955,256
169,591
987,778
1038,1879
951,275
368,1329
324,457
240,1892
541,1104
894,586
926,1138
313,683
406,593
44,553
750,98
405,61
15,883
228,688
266,610
957,1499
444,294
292,1296
633,1404
370,1704
676,974
501,435
853,1603
642,1865
914,956
814,1247
504,1371
838,183
987,859
520,628
678,1247
886,299
935,820
1065,810
575,14
577,9
144,1217
625,1441
35,1769
597,1334
14,1062
19,1843
11,1149
1030,1409
131,36
510,1058
915,1728
940,678
449,859
1056,708
82,1751
338,1796
110,1041
926,1635
608,879
1067,653
392,334
947,279
459,1126
444,1470
11,1372
1,1544
528,559
957,1472
461,1172
964,1594
1055,130
828,1914
721,655
773,1
69,1793
950,990
721,429
1054,1705
284,788
54,652
566,1400
779,0
1013,151
564,671
723,1027
546,1198
3,604
373,1306
326,1142
126,1759
840,1566
279,927
814,1743
314,39
911,6
1015,316
827,740
155,579
235,884
517,1177
673,631
792,1556
398,1698
871,71
255,1377
1072,1066
850,1216
477,1334
704,1449
746,406
208,1378
382,1242
350,269
1060,110
213,1368
123,1274
910,1768
866,1444
861,182
124,260
433,749
155,1651
44,606
568,1056
203,168
751,940
309,1273
720,1212
659,1469
127,192
1030,1218
167,769
511,1563
870,1879
779,1530
965,9
414,1220
749,176
95,846
526,1269
412,1565
56,1401
355,195
487,1018
659,1899
556,1157
785,1125
112,1381
704,517
989,80
139,715
250,879
789,1443
918,158
544,952
980,723
127,309
350,181
158,1113
447,297
362,1815
333,182
561,204
247,1037
31,870
173,1567
292,1063
431,568
1002,1800
163,276
151,1828
882,1083
802,1306
429,1109
1030,1344
562,921
46,988
469,17
89,723
684,343
113,827
50,1506
265,250
524,1895
1034,82
146,1027
623,1175
441,1054
235,1039
200,50
761,1555
712,1580
976,44
657,1529
646,1063
979,1433
647,1728
225,1164
453,541
472,146
373,1481
350,1881
195,1736
31,333
774,1861
438,556
891,27
771,1053
487,1796
645,528
1038,454
546,1502
247,1378
680,1189
590,1135
855,307
37,303
477,166
662,237
496,960
26,1260
676,1045
948,564
9,970
610,1355
794,1093
405,1752
457,1487
678,538
801,1122
272,1321
330,1047
862,1760
558,735
131,1686
599,1397
980,884
914,1896
332,1339
235,61
650,199
825,281
82,1070
906,69
737,1227
910,1227
227,119
1032,946
95,1117
649,993
118,0
253,1429
820,126
157,1272
39,1054
357,283
446,583
814,1423
953,1353
784,1565
960,107
736,1291
293,1552
4,1796
56,169
976,900
224,724
366,11
864,1314
642,1772
426,1632
248,675
366,889
316,1312
324,642
168,113
624,1537
965,553
1018,110
842,1348
634,514
505,1137
693,1205
26,1115
256,996
547,176
131,1671
331,172
38,941
726,1493
1075,1019
1018,21
1068,497
993,1106
1055,1414
596,1574
670,1829
499,872
384,1445
229,586
203,1604
1029,1121
417,879
277,739
296,1845
27,307
403,1070
895,1163
949,1654
558,1410
777,1501
878,1242
504,1372
1001,1067
598,41
927,477
578,909
1046,1707
908,1761
120,710
826,1185
35,1326
564,1153
107,985
356,1344
980,1118
1024,851
755,1155
998,1221
277,310
282,784
465,1361
212,1552
591,1703
594,1250
906,369
314,591
43,136
4,1539
733,1621
376,1120
304,869
264,226
513,39
261,1330
118,457
770,1359
166,1632
738,1130
163,933
467,912
95,1088
510,737
282,1044
1035,1906
259,1422
677,1602
613,1231
994,893
613,780
278,1572
221,1868
242,857
187,1231
461,1387
140,600
61,374
99,1791
340,1432
656,230
583,1847
499,870
490,1809
502,1385
471,1252
662,1666
101,176
661,1535
568,260
576,1312
998,657
196,636
889,608
826,374
653,305
111,354
457,1301
249,166
385,444
361,1087
1024,387
119,1890
898,4
288,176
884,1919
214,142
1011,1701
542,1455
796,677
192,1534
1057,1632
95,542
233,527
628,1869
284,905
696,1856
351,1154
525,1912
899,1028
422,804
226,288
422,93
199,608
942,138
282,1275
331,1012
964,44
641,950
705,1835
107,101
825,1689
603,414
657,984
687,739
325,1225
409,1223
229,25
356,678
311,175
187,140
258,124
967,666
680,60
451,1099
917,1452
647,1654
433,91
683,1396
873,50
756,367
465,1639
897,340
219,1186
26,1050
1026,1502
93,275
384,326
686,1503
72,1499
734,1513
516,1220
963,389
434,362
948,1866
716,1498
1078,734
450,354
406,1164
1018,838
385,1464
291,1662
693,767
374,822
632,1403
1017,548
394,1535
109,1243
874,1024
651,866
371,1527
561,618
150,1580
976,891
812,1199
698,1009
48,716
493,748
313,899
561,977
977,1828
887,265
800,1220
921,313
223,1558
1058,617
546,213
566,1629
168,1235
707,1135
255,1845
113,591
235,64
775,621
975,1156
121,819
663,390
813,848
38,1125
604,1541
426,9
918,1768
361,1843
950,1702
82,1614
449,908
868,243
439,180
534,1588
830,313
859,564
958,852
35,1651
0,1910
121,458
330,1358
467,1867
571,741
317,973
760,1301
553,1225
703,310
672,1735
907,1411
860,518
553,1805
898,1550
1048,1333
1042,1057
1007,1213
89,765
995,1198
890,1305
500,1128
354,1019
755,941
899,552
805,497
478,1728
642,745
968,1742
216,1435
232,1744
641,1859
662,1709
426,358
836,755
966,891
1076,392
297,1600
283,1134
497,708
301,1671
969,915
105,325
266,1430
822,1498
981,1762
648,955
272,795
452,425
91,933
97,1703
947,101
219,347
943,139
791,1210
641,581
844,13
470,391
411,48
362,1899
871,1394
468,1759
998,1130
901,1514
160,1272
637,125
882,345
665,252
1008,298
640,1174
398,1052
101,1598
430,1637
3,543
957,1413
127,1695
345,1225
485,532
770,161
707,668
40,77
470,419
498,1411
811,1042
138,1260
114,651
56,494
17,213
1,1334
99,255
291,1253
1073,1637
484,1628
131,1836
811,143
310,715
730,1905
699,685
243,823
107,1267
857,1164
250,1300
663,437
955,1183
768,1304
182,1739
962,1737
1059,1625
780,1012
62,1336
1072,234
553,1749
105,1915
68,1359
612,1463
817,1422
21,11
1016,1174
703,665
683,3
543,393
358,841
731,664
53,1505
607,897
1075,1275
407,727
683,968
105,1798
168,678
11,668
217,1524
348,405
185,859
704,1255
249,303
448,233
656,498
769,988
984,1196
454,494
128,549
146,872
566,84
62,1278
603,454
200,1393
702,849
567,557
620,1648
985,668
753,1594
689,114
394,1520
346,147
1006,1209
813,798
119,1294
237,1835
124,1452
301,1115
433,202
887,1152
759,70
228,830
344,1697
370,705
159,622
45,920
191,1735
430,278
428,732
94,986
643,185
63,1515
996,1048
351,1163
914,909
1064,556
321,341
65,218
922,1502
350,408
573,577
361,1239
1017,1886
627,152
384,1718
270,125
142,1890
700,121
1057,1060
257,1785
831,1496
718,58
637,516
706,515
233,1253
277,1608
937,1867
963,855
669,34
172,1179
1052,1484
687,351
302,1159
782,1572
543,1665
831,1896
265,990
363,946
846,47
442,559
410,1269
65,746
1027,308
659,171
675,688
656,1386
547,1658
52,1288
519,1645
93,234
929,1529
1078,1137
117,537
858,995
838,971
286,2
995,779
690,1714
64,1752
549,208
405,687
680,1079
105,164
244,1734
755,1785
1010,1869
29,725
147,924
318,186
37,1576
581,648
504,902
413,1720
271,998
836,47
593,381
440,1146
776,1481
99,1905
79,1424
157,1043
831,409
468,1405
102,940
453,1373
702,1337
350,1471
610,1785
815,251
613,213
291,1233
806,1831
679,1195
869,0
140,1272
177,574
1016,1713
707,1754
906,710
735,426
954,1879
85,224
70,738
787,1765
341,191
510,1089
385,315
371,1381
528,1315
1001,428
914,753
774,521
422,1528
115,1586
319,595
847,1223
845,806
538,994
597,399
235,1485
391,695
617,980
119,1190
918,474
723,470
12,98
579,1347
785,713
1008,662
509,799
875,96
82,1710
208,430
514,347
115,999
10,397
30,1770
406,1705
513,622
120,357
82,1048
1029,1550
770,141
594,1714
155,1914
609,851
822,1637
569,1618
824,63
888,1127
229,1623
884,1780
981,1617
808,448
712,303
856,588
214,1152
1036,1148
415,1777
909,271
1030,1708
828,43
929,738
91,1575
893,1831
257,756
437,1800
4,359
813,891
913,1233
768,1509
502,1325
635,902
1000,764
453,1415
141,1305
222,1298
471,1405
535,1371
766,836
797,429
910,1530
868,1114
61,1031
598,422
901,1562
756,517
233,1283
183,1710
720,1533
359,728
543,768
912,585
1009,1166
898,772
1004,1245
569,551
511,1653
460,663
1049,228
931,1231
895,1550
734,1451
1015,898
350,1649
87,1225
473,310
754,1598
158,214
356,1569
834,1121
971,585
835,487
24,144
631,274
85,744
946,1869
852,297
882,915
697,1279
14,460
235,1426
985,1668
1040,437
362,1093
99,580
802,510
83,922
515,1600
12,1619
485,1707
283,756
34,984
55,1568
945,1821
832,361
1060,461
568,337
492,1337
97,412
630,167
668,1385
926,148
686,213
765,137
281,1591
1023,918
885,1797
346,1127
605,1331
956,247
73,1789
1072,762
192,695
439,1621
656,1187
906,966
116,836
200,1752
988,491
930,1590
350,1221
828,1097
870,756
492,66
329,1829
461,817
7,1881
635,479
590,1576
252,1375
359,86
885,620
658,925
663,1455
989,769
230,45
585,706
750,1515
428,101
208,268
379,1253
178,1733
691,1189
693,8
402,773
167,494
666,1721
137,633
845,738
856,1445
334,1109
697,570
1030,273
844,840
699,1016
213,71
945,1469
339,1806
927,506
483,371
215,966
999,508
970,308
162,399
252,1294
604,1761
188,1370
1,1628
868,1601
515,1679
113,1371
703,960
311,1850
716,332
658,498
94,830
908,315
658,1256
595,135
741,1863
879,963
304,1110
283,768
31,1180
882,1863
303,1351
266,487
167,1407
149,1731
249,1695
891,714
802,1793
958,8
652,1495
815,1874
950,123
784,900
741,1209
150,1562
942,331
117,1141
498,542
998,1869
699,1374
503,1254
26,696
962,876
441,1880
365,1351
405,1306
373,228
974,1222
65,1563
980,1399
817,1257
1005,617
66,530
496,1598
735,602
92,324
735,1608
364,1897
56,149
394,202
394,983
829,1656
387,1574
333,1724
579,1424
138,1164
303,1115
872,319
525,463
418,1790
206,1752
764,1583
1022,756
389,1449
670,1238
786,795
531,73
605,542
379,22
140,652
556,786
680,433
780,607
707,1348
503,670
803,1698
617,1343
898,1555
449,11
621,403
934,274
142,1683
531,827
733,1066
114,1371
1010,1386
125,1848
136,1388
1017,111
545,1367
37,1135
891,1099
548,1673
978,1402
810,888
714,1269
162,1251
834,588
827,637
679,1434
963,1659
846,1642
703,1860
36,801
226,733
871,1563
779,691
607,1452
658,1660
1054,451
890,461
205,1142
120,1533
289,1484
820,1568
240,1414
80,1641
840,1846
245,1828
807,1043
321,1495
688,214
153,1483
519,1571
540,1439
528,1887
306,1888
718,1251
844,1802
311,611
534,1456
612,685
395,73
546,950
815,1177
309,1556
201,746
681,1847
576,1087
907,1910
121,428
1009,1741
121,75
495,469
729,1115
588,1553
121,767
309,693
963,1133
333,961
83,1860
194,1216
906,477
193,1506
917,1604
556,947
671,1565
101,1370
1065,1799
644,924
929,1651
965,320
6,367
865,686
275,746
1036,1548
918,909
1026,1405
528,1744
720,1678
981,46
1071,336
181,321
1030,1669
736,502
260,1059
893,1512
736,1488
117,1446
515,17
65,190
500,1248
521,277
506,1333
122,284
454,1589
455,1277
980,844
266,607
261,1305
661,1415
651,1891
499,817
1019,1489
371,101
562,1720
1003,341
320,1207
841,1804
903,1376
725,703
881,1847
605,911
1000,1048
340,615
992,177
903,459
95,1483
155,1671
667,281
597,1186
360,22
171,1133
1079,1687
658,454
588,513
526,233
273,30
639,371
570,1296
218,1779
938,209
288,364
597,1169
185,199
248,605
160,1414
403,1826
868,1732
190,1130
1001,201
999,1282
358,367
642,107
194,1730
214,948
599,1742
115,1900
732,924
177,1141
329,1522
385,943
399,357
965,346
801,1017
1017,448
917,1249
52,32
86,303
702,833
728,609
250,835
333,1722
471,1837
213,277
437,790
360,884
302,1486
776,1117
702,265
55,1648
996,1113
508,1206
553,708
689,1571
556,1682
7,921
563,1215
27,805
763,1893
1006,1241
1015,1321
668,1367
879,525
956,265
966,1768
118,1629
787,1521
518,306
521,1289
878,1382
313,466
455,26
1019,764
602,623
656,1089
599,634
395,578
1052,1114
893,428
669,1055
957,399
999,1203
130,1262
51,1788
994,1585
190,1162
910,615
663,1485
308,486
656,1806
433,1249
4,1275
0,1733
1022,1430
604,1879
47,1133
409,1082
108,1480
607,530
535,1352
4,1347
774,1204
829,732
61,1244
830,1129
106,1811
51,692
737,1478
473,1069
427,72
998,752
202,1314
145,1513
995,512
848,1633
255,1659
476,1849
588,1092
298,1054
672,848
296,1145
179,425
960,1221
752,1116
607,994
772,503
197,1254
620,52
219,1539
833,1015
226,372
460,1467
413,843
252,676
157,1097
405,1813
577,545
71,1007
298,377
495,125
641,1223
32,535
451,1418
896,1138
973,1808
447,1482
455,314
773,1174
556,307
910,586
94,1753
961,351
187,527
805,685
731,1326
1065,68
61,692
1006,1549
298,1156
37,391
97,1571
699,1284
301,635
164,1400
394,1818
611,847
4,1234
721,189
46,458
738,556
496,1349
617,71
489,68
724,332
286,8
175,1132
1065,493
583,1496
803,564
913,1765
897,1677
40,746
149,1798
338,638
1044,1751
328,384
703,791
747,1818
4,504
948,886
216,1527
150,1133
851,1593
937,876
80,965
687,761
616,347
699,1415
923,319
822,15
353,989
792,1287
50,209
609,324
731,1829
758,1687
53,141
455,665
253,151
785,997
573,1493
577,1277
905,587
986,554
983,1718
932,936
921,1266
304,1555
698,1294
264,118
712,27
175,637
330,733
707,1122
691,868
670,62
819,75
472,437
307,1547
91,990
363,180
208,493
805,1806
47,1288
741,1734
511,390
677,1097
622,1664
893,692
646,1838
925,1394
29,522
769,1494
1071,1357
770,1143
12,739
650,1577
81,1593
483,1331
677,1081
1034,1606
59,351
167,1361
590,1683
487,1558
111,1481
146,1494
829,966
632,1894
30,802
831,1559
248,1756
112,1366
661,1148
899,1666
1072,1077
276,1738
170,1124
600,596
361,1058
934,1328
589,1679
962,1294
709,1614
962,1363
1052,660
477,1186
643,1191
349,777
133,637
558,1699
94,1151
778,1351
855,1519
1004,1761
455,582
972,269
222,1496
659,1751
436,1288
686,1394
208,214
109,50
377,287
830,100
2,259
935,821
892,1260
83,1896
284,446
581,581
832,764
994,1872
1030,1296
914,1604
863,690
284,1344
303,1082
144,748
266,1282
967,574
772,943
395,847
917,1402
828,1736
157,1575
287,700
553,1104
1009,1341
55,1140
19,1487
574,712
228,465
886,219
120,1768
647,1586
145,1918
653,44
254,219
311,542
269,193
391,1709
769,1908
386,1190
342,448
873,999
705,1696
68,49
769,782
795,796
204,1272
990,1460
87,1798
918,1501
934,1373
790,145
352,281
218,299
